p:(0.688556,0.928302),h:1,n:99,cr:0.036029;
p:(0.690613,0.871943),h:1,n:99,cr:0.0436781;
p:(0.697254,0.805069),h:1,n:99,cr:0.0486189;
p:(0.713884,0.951786),h:1,n:99,cr:0.0768976;
p:(0.714322,0.991016),h:1,n:99,cr:0.0629216;
p:(0.722931,0.876123),h:1,n:99,cr:0.0441953;
p:(0.741612,0.888057),h:1,n:99,cr:0.0505218;
p:(0.762481,0.944201),h:1,n:99,cr:0.0666513;
p:(0.545081,0.0645313),h:1,n:72,cr:0.0351581;
p:(0.552631,0.121259),h:1,n:72,cr:0.0387019;
p:(0.557871,0.210816),h:1,n:72,cr:0.0441863;
p:(0.570985,0.328828),h:1,n:72,cr:0.0557391;
p:(0.573203,0.00288156),h:1,n:72,cr:0.0521971;
p:(0.58008,0.302489),h:1,n:72,cr:0.0385333;
p:(0.584841,0.279145),h:1,n:72,cr:0.0358482;
p:(0.586232,0.204446),h:1,n:72,cr:0.038825;
p:(0.589261,0.142908),h:1,n:72,cr:0.0394782;
p:(0.589422,0.101813),h:1,n:72,cr:0.0364312;
p:(0.591891,0.227999),h:1,n:72,cr:0.0540359;
p:(0.606761,0.0937898),h:1,n:72,cr:0.0512629;
p:(0.608801,0.143404),h:1,n:72,cr:0.0573982;
p:(0.616645,0.271314),h:1,n:72,cr:0.0532713;
p:(0.618086,0.105681),h:1,n:72,cr:0.0466895;
p:(0.619399,0.0164088),h:1,n:72,cr:0.0663795;
p:(0.645386,0.217351),h:1,n:72,cr:0.0409354;
p:(0.663943,0.247631),h:1,n:72,cr:0.0389202;
p:(0.664328,0.0291563),h:1,n:72,cr:0.0793897;
p:(0.666968,0.281449),h:1,n:72,cr:0.0627639;
p:(0.671258,0.126465),h:1,n:72,cr:0.0617299;
p:(0.674323,0.0637766),h:1,n:72,cr:0.0311178;
p:(0.681108,0.0791387),h:1,n:72,cr:0.0514164;
p:(0.691223,0.306454),h:1,n:72,cr:0.0533236;
p:(0.692128,0.152548),h:1,n:72,cr:0.0459031;
p:(0.693916,0.184232),h:1,n:72,cr:0.0350238;
p:(0.701273,0.287848),h:1,n:72,cr:0.0344359;
p:(0.706908,0.32168),h:1,n:72,cr:0.0365177;
p:(0.71543,0.20801),h:1,n:72,cr:0.0509744;
p:(0.722584,0.284931),h:1,n:72,cr:0.0543697;
p:(0.724089,0.0862071),h:1,n:72,cr:0.0540233;
p:(0.728702,0.0548919),h:1,n:72,cr:0.0467845;
p:(0.729371,0.114138),h:1,n:72,cr:0.035125;
p:(0.754049,0.134735),h:1,n:72,cr:0.0384842;
p:(0.758406,0.205642),h:1,n:72,cr:0.0483707;
p:(0.758581,0.246152),h:1,n:72,cr:0.0585975;
p:(0.758827,0.0117749),h:1,n:72,cr:0.0337384;
p:(0.761505,0.0773251),h:1,n:72,cr:0.0447578;
p:(0.777083,0.169865),h:1,n:72,cr:0.0443571;
p:(0.787324,0.0760457),h:1,n:72,cr:0.0515557;
p:(0.788068,0.177094),h:1,n:72,cr:0.0434067;
p:(0.798863,0.0724172),h:1,n:72,cr:0.0718309;
p:(0.800396,0.273156),h:1,n:72,cr:0.0357343;
p:(0.804253,0.133634),h:1,n:72,cr:0.0448073;
p:(0.806107,0.234175),h:1,n:72,cr:0.0429295;
p:(0.814886,0.0394346),h:1,n:72,cr:0.0418101;
p:(0.815044,0.187625),h:1,n:72,cr:0.0381328;
p:(0.815891,0.110171),h:1,n:72,cr:0.042898;
p:(0.82396,0.269324),h:1,n:72,cr:0.0495411;
p:(0.836949,0.0143094),h:1,n:72,cr:0.0365195;
p:(0.84818,0.218748),h:1,n:72,cr:0.0291936;
p:(0.854484,0.14907),h:1,n:72,cr:0.0541911;
p:(0.868854,0.0937248),h:1,n:72,cr:0.0620408;
p:(0.871055,0.182191),h:1,n:72,cr:0.0444049;
p:(0.882472,0.243587),h:1,n:72,cr:0.0356069;
p:(0.88327,0.313556),h:1,n:72,cr:0.0447532;
p:(0.887176,0.0691201),h:1,n:72,cr:0.0585613;
p:(0.895341,0.0826858),h:1,n:72,cr:0.046342;
p:(0.901183,0.0323124),h:1,n:72,cr:0.0481611;
p:(0.904533,0.216748),h:1,n:72,cr:0.0538332;
p:(0.927191,0.0884943),h:1,n:72,cr:0.0523497;
p:(0.92775,0.137541),h:1,n:72,cr:0.0645083;
p:(0.928162,0.265444),h:1,n:72,cr:0.0495577;
p:(0.932863,0.084084),h:1,n:72,cr:0.0707107;
p:(0.934434,0.258217),h:1,n:72,cr:0.0444544;
p:(0.939542,0.0480152),h:1,n:72,cr:0.0719027;
p:(0.942517,0.00613374),h:1,n:72,cr:0.0454353;
p:(0.952026,0.217943),h:1,n:72,cr:0.047172;
p:(0.963036,0.180528),h:1,n:72,cr:0.0359441;
p:(0.977634,0.156007),h:1,n:72,cr:0.042327;
p:(0.983481,0.286238),h:1,n:72,cr:0.0590647;
p:(0.994803,0.0462766),h:1,n:72,cr:0.0459918;
p:(0.573916,0.509619),h:1,n:54,cr:0.0520686;
p:(0.618912,0.593046),h:1,n:54,cr:0.0474563;
p:(0.633896,0.564473),h:1,n:54,cr:0.0779716;
p:(0.657007,0.641686),h:1,n:54,cr:0.0415727;
p:(0.697018,0.679474),h:1,n:54,cr:0.0535109;
p:(0.705592,0.627793),h:1,n:54,cr:0.0462544;
p:(0.718451,0.752377),h:1,n:54,cr:0.0376765;
p:(0.718572,0.601425),h:1,n:54,cr:0.0460235;
p:(0.719152,0.568621),h:1,n:54,cr:0.0554874;
p:(0.724284,0.729497),h:1,n:54,cr:0.0451476;
p:(0.740541,0.816564),h:1,n:54,cr:0.0479708;
p:(0.746754,0.683288),h:1,n:54,cr:0.049669;
p:(0.748361,0.581994),h:1,n:54,cr:0.0523764;
p:(0.7517,0.747861),h:1,n:54,cr:0.0500336;
p:(0.765439,0.867328),h:1,n:54,cr:0.073174;
p:(0.768427,0.645117),h:1,n:54,cr:0.0790858;
p:(0.774951,0.898884),h:1,n:54,cr:0.0480141;
p:(0.782364,0.642542),h:1,n:54,cr:0.0580062;
p:(0.796047,0.803825),h:1,n:54,cr:0.0509382;
p:(0.797992,0.578469),h:1,n:54,cr:0.0388782;
p:(0.812934,0.857617),h:1,n:54,cr:0.0443531;
p:(0.822041,0.7106),h:1,n:54,cr:0.0721307;
p:(0.822116,0.963302),h:1,n:54,cr:0.075502;
p:(0.823948,0.997149),h:1,n:54,cr:0.128938;
p:(0.827587,0.921887),h:1,n:54,cr:0.069152;
p:(0.831958,0.841079),h:1,n:54,cr:0.0470575;
p:(0.835173,0.782028),h:1,n:54,cr:0.0927417;
p:(0.839581,0.690421),h:1,n:54,cr:0.0547446;
p:(0.847702,0.81389),h:1,n:54,cr:0.0384197;
p:(0.847991,0.624556),h:1,n:54,cr:0.0366625;
p:(0.849472,0.755665),h:1,n:54,cr:0.0534282;
p:(0.852869,0.975102),h:1,n:54,cr:0.0660494;
p:(0.872175,0.660953),h:1,n:54,cr:0.0534652;
p:(0.875519,0.726916),h:1,n:54,cr:0.0510172;
p:(0.876373,0.820336),h:1,n:54,cr:0.0433137;
p:(0.881584,0.956625),h:1,n:54,cr:0.0696056;
p:(0.883332,0.771366),h:1,n:54,cr:0.0338268;
p:(0.895433,0.644966),h:1,n:54,cr:0.0468983;
p:(0.914476,0.884945),h:1,n:54,cr:0.0568022;
p:(0.918599,0.96553),h:1,n:54,cr:0.0376947;
p:(0.918622,0.908466),h:1,n:54,cr:0.0312477;
p:(0.920082,0.887928),h:1,n:54,cr:0.0623412;
p:(0.92155,0.70612),h:1,n:54,cr:0.0582456;
p:(0.927812,0.828507),h:1,n:54,cr:0.0507689;
p:(0.941563,0.770085),h:1,n:54,cr:0.0393875;
p:(0.942759,0.714722),h:1,n:54,cr:0.0673581;
p:(0.950986,0.728392),h:1,n:54,cr:0.0442272;
p:(0.955082,0.926035),h:1,n:54,cr:0.0698827;
p:(0.971984,0.77559),h:1,n:54,cr:0.0449733;
p:(0.977337,0.972291),h:1,n:54,cr:0.0383412;
p:(0.977552,0.7404),h:1,n:54,cr:0.0472024;
p:(0.980808,0.818422),h:1,n:54,cr:0.0443246;
p:(0.995832,0.895707),h:1,n:54,cr:0.0759739;
p:(0.998534,0.661729),h:1,n:54,cr:0.0544401;
p:(0.543485,0.440836),h:1,n:52,cr:0.0333833;
p:(0.576224,0.449458),h:1,n:52,cr:0.0513218;
p:(0.576711,0.371462),h:1,n:52,cr:0.0430237;
p:(0.581952,0.367672),h:1,n:52,cr:0.0439626;
p:(0.594207,0.472781),h:1,n:52,cr:0.0321719;
p:(0.611317,0.46922),h:1,n:52,cr:0.0555338;
p:(0.632269,0.420425),h:1,n:52,cr:0.049582;
p:(0.641667,0.476224),h:1,n:52,cr:0.0712678;
p:(0.647569,0.423888),h:1,n:52,cr:0.0841455;
p:(0.651507,0.381038),h:1,n:52,cr:0.039725;
p:(0.663238,0.361987),h:1,n:52,cr:0.043426;
p:(0.670271,0.444069),h:1,n:52,cr:0.0770169;
p:(0.687827,0.451684),h:1,n:52,cr:0.0852148;
p:(0.689178,0.528166),h:1,n:52,cr:0.0653323;
p:(0.70524,0.350401),h:1,n:52,cr:0.0367658;
p:(0.709732,0.486229),h:1,n:52,cr:0.0467705;
