p:(0.0379821,0.717584),h:0,n:13,cr:0.268384;
p:(0.0722905,0.128526),h:0,n:13,cr:0.327059;
p:(0.165714,0.360124),h:0,n:13,cr:0.232822;
p:(0.33585,0.921901),h:0,n:13,cr:0.330088;
p:(0.424313,0.803866),h:0,n:13,cr:0.263922;
p:(0.473419,0.681463),h:0,n:13,cr:0.216722;
p:(0.543555,0.273824),h:0,n:13,cr:0.381994;
p:(0.567729,0.298183),h:0,n:13,cr:0.408907;
p:(0.731125,0.0183288),h:0,n:13,cr:0.332601;
p:(0.74655,0.541888),h:0,n:13,cr:0.24327;
p:(0.749609,0.742552),h:0,n:13,cr:0.334139;
p:(0.822504,0.0618661),h:0,n:13,cr:0.345974;
p:(0.976345,0.661097),h:0,n:13,cr:0.252246;
p:(0.00221736,0.608435),h:1,n:53,cr:0.0333389;
p:(0.00441819,0.540538),h:1,n:53,cr:0.0520888;
p:(0.0048906,0.743521),h:1,n:53,cr:0.0362758;
p:(0.00543169,0.62973),h:1,n:53,cr:0.0285708;
p:(0.00769677,0.667118),h:1,n:53,cr:0.0270262;
p:(0.0109001,0.793682),h:1,n:53,cr:0.0380083;
p:(0.0112285,0.676825),h:1,n:53,cr:0.0282981;
p:(0.022714,0.760727),h:1,n:53,cr:0.0288621;
p:(0.0297858,0.55237),h:1,n:53,cr:0.0374055;
p:(0.0318699,0.563113),h:1,n:53,cr:0.0302723;
p:(0.0379821,0.717584),h:1,n:53,cr:0.0318809;
p:(0.0451872,0.63218),h:1,n:53,cr:0.0247432;
p:(0.0461451,0.757358),h:1,n:53,cr:0.0396021;
p:(0.0465703,0.682961),h:1,n:53,cr:0.0275578;
p:(0.0494004,0.587751),h:1,n:53,cr:0.0268013;
p:(0.0518696,0.713883),h:1,n:53,cr:0.0306182;
p:(0.0565963,0.656945),h:1,n:53,cr:0.0361395;
p:(0.057486,0.537868),h:1,n:53,cr:0.0398909;
p:(0.0594022,0.53842),h:1,n:53,cr:0.033011;
p:(0.0600124,0.763919),h:1,n:53,cr:0.0299289;
p:(0.0604444,0.783499),h:1,n:53,cr:0.0299123;
p:(0.0631829,0.63287),h:1,n:53,cr:0.0256431;
p:(0.0752473,0.73225),h:1,n:53,cr:0.0376099;
p:(0.0761363,0.716969),h:1,n:53,cr:0.0467875;
p:(0.0835227,0.554149),h:1,n:53,cr:0.0334219;
