Method;Query;n;Disk Accesses;Query Time;Construction Time
CP;46;14;10;14000;30954000
CP;47;14;9;13000;30954000
CP;48;14;8;12000;30954000
CP;49;14;9;14000;30954000
CP;50;14;10;14000;30954000
CP;51;14;11;17000;30954000
CP;52;14;7;10000;30954000
CP;53;14;8;12000;30954000
CP;54;14;8;12000;30954000
CP;55;14;9;15000;30954000
CP;56;14;11;15000;30954000
CP;57;14;10;16000;30954000
CP;58;14;9;13000;30954000
CP;59;14;9;16000;30954000
CP;60;14;12;18000;30954000
CP;61;14;8;12000;30954000
CP;62;14;5;9000;30954000
CP;63;14;8;17000;30954000
CP;64;14;8;11000;30954000
CP;65;14;11;18000;30954000
CP;66;14;9;15000;30954000
CP;67;14;6;10000;30954000
CP;68;14;11;16000;30954000
CP;69;14;6;9000;30954000
CP;70;14;12;18000;30954000
CP;71;14;8;13000;30954000
CP;72;14;4;7000;30954000
CP;73;14;7;11000;30954000
CP;74;14;7;11000;30954000
CP;75;14;11;16000;30954000
CP;76;14;11;16000;30954000
CP;77;14;8;14000;30954000
CP;78;14;12;17000;30954000
CP;79;14;12;18000;30954000
CP;80;14;7;12000;30954000
CP;81;14;10;14000;30954000
CP;82;14;8;17000;30954000
CP;83;14;11;18000;30954000
CP;84;14;10;15000;30954000
CP;85;14;11;15000;30954000
CP;86;14;9;20000;30954000
CP;87;14;7;12000;30954000
CP;88;14;10;15000;30954000
CP;89;14;8;13000;30954000
CP;90;14;9;12000;30954000
CP;91;14;11;16000;30954000
CP;92;14;7;11000;30954000
CP;93;14;6;10000;30954000
CP;94;14;7;10000;30954000
CP;95;14;9;13000;30954000
CP;96;14;5;7000;30954000
CP;97;14;9;14000;30954000
CP;98;14;8;18000;30954000
CP;99;14;7;11000;30954000
SS;0;14;6;13000;120721290000
SS;1;14;8;21000;120721290000
SS;2;14;6;16000;120721290000
SS;3;14;8;18000;120721290000
SS;4;14;7;21000;120721290000
SS;5;14;7;19000;120721290000
SS;6;14;5;9000;120721290000
SS;7;14;6;20000;120721290000
SS;8;14;4;11000;120721290000
SS;9;14;7;13000;120721290000
SS;10;14;7;11000;120721290000
SS;11;14;5;7000;120721290000
SS;12;14;9;15000;120721290000
SS;13;14;4;8000;120721290000
SS;14;14;5;10000;120721290000
SS;15;14;8;22000;120721290000
SS;16;14;5;13000;120721290000
SS;17;14;10;20000;120721290000
SS;18;14;4;9000;120721290000
SS;19;14;7;17000;120721290000
SS;20;14;8;15000;120721290000
SS;21;14;6;19000;120721290000
SS;22;14;8;23000;120721290000
SS;23;14;7;16000;120721290000
SS;24;14;6;14000;120721290000
SS;25;14;6;10000;120721290000
SS;26;14;5;10000;120721290000
SS;27;14;7;12000;120721290000
SS;28;14;8;14000;120721290000
SS;29;14;6;11000;120721290000
SS;30;14;9;23000;120721290000
SS;31;14;6;15000;120721290000
SS;32;14;7;10000;120721290000
SS;33;14;6;10000;120721290000
SS;34;14;6;10000;120721290000
SS;35;14;9;22000;120721290000
SS;36;14;4;6000;120721290000
SS;37;14;8;14000;120721290000
SS;38;14;7;17000;120721290000
SS;39;14;7;16000;120721290000
SS;40;14;6;10000;120721290000
SS;41;14;8;13000;120721290000
SS;42;14;7;13000;120721290000
SS;43;14;7;11000;120721290000
SS;44;14;9;18000;120721290000
SS;45;14;6;10000;120721290000
SS;46;14;5;9000;120721290000
SS;47;14;5;13000;120721290000
SS;48;14;6;19000;120721290000
SS;49;14;7;15000;120721290000
SS;50;14;7;16000;120721290000
SS;51;14;8;22000;120721290000
SS;52;14;9;15000;120721290000
SS;53;14;7;15000;120721290000
SS;54;14;5;18000;120721290000
SS;55;14;9;26000;120721290000
SS;56;14;7;10000;120721290000
SS;57;14;8;12000;120721290000
SS;58;14;7;21000;120721290000
SS;59;14;8;18000;120721290000
SS;60;14;7;15000;120721290000
SS;61;14;7;15000;120721290000
SS;62;14;3;4000;120721290000
SS;63;14;9;32000;120721290000
SS;64;14;7;15000;120721290000
SS;65;14;7;12000;120721290000
SS;66;14;8;13000;120721290000
SS;67;14;9;22000;120721290000
SS;68;14;10;19000;120721290000
SS;69;14;5;8000;120721290000
SS;70;14;8;23000;120721290000
SS;71;14;7;20000;120721290000
SS;72;14;3;5000;120721290000
SS;73;14;6;10000;120721290000
SS;74;14;7;11000;120721290000
SS;75;14;7;12000;120721290000
SS;76;14;10;19000;120721290000
SS;77;14;9;14000;120721290000
SS;78;14;9;14000;120721290000
SS;79;14;7;11000;120721290000
SS;80;14;4;7000;120721290000
SS;81;14;6;11000;120721290000
SS;82;14;5;8000;120721290000
SS;83;14;7;14000;120721290000
SS;84;14;8;17000;120721290000
SS;85;14;7;16000;120721290000
SS;86;14;8;18000;120721290000
SS;87;14;7;13000;120721290000
SS;88;14;9;27000;120721290000
SS;89;14;6;12000;120721290000
SS;90;14;7;16000;120721290000
SS;91;14;8;14000;120721290000
SS;92;14;7;12000;120721290000
SS;93;14;6;19000;120721290000
SS;94;14;6;15000;120721290000
SS;95;14;6;22000;120721290000
SS;96;14;5;8000;120721290000
SS;97;14;9;24000;120721290000
SS;98;14;7;13000;120721290000
SS;99;14;7;19000;120721290000
CP;0;15;12;41000;72471000
CP;1;15;11;59000;72471000
CP;2;15;10;38000;72471000
CP;3;15;12;23000;72471000
CP;4;15;12;19000;72471000
CP;5;15;11;25000;72471000
CP;6;15;5;10000;72471000
CP;7;15;6;9000;72471000
CP;8;15;9;13000;72471000
CP;9;15;8;12000;72471000
CP;10;15;11;16000;72471000
CP;11;15;9;19000;72471000
CP;12;15;14;24000;72471000
CP;13;15;8;11000;72471000
CP;14;15;13;18000;72471000
CP;15;15;11;20000;72471000
CP;16;15;9;13000;72471000
CP;17;15;12;24000;72471000
CP;18;15;7;10000;72471000
CP;19;15;12;17000;72471000
CP;20;15;11;21000;72471000
CP;21;15;12;16000;72471000
CP;22;15;12;16000;72471000
CP;23;15;10;13000;72471000
CP;24;15;6;12000;72471000
CP;25;15;10;14000;72471000
CP;26;15;12;17000;72471000
CP;27;15;11;16000;72471000
CP;28;15;16;23000;72471000
CP;29;15;8;12000;72471000
CP;30;15;12;17000;72471000
CP;31;15;9;12000;72471000
CP;32;15;11;15000;72471000
CP;33;15;15;20000;72471000
CP;34;15;9;12000;72471000
CP;35;15;10;15000;72471000
CP;36;15;7;10000;72471000
CP;37;15;12;42000;72471000
CP;38;15;12;16000;72471000
CP;39;15;12;16000;72471000
CP;40;15;9;13000;72471000
CP;41;15;10;15000;72471000
CP;42;15;14;20000;72471000
CP;43;15;10;14000;72471000
CP;44;15;12;17000;72471000
CP;45;15;8;12000;72471000
CP;46;15;12;16000;72471000
CP;47;15;10;21000;72471000
CP;48;15;13;19000;72471000
CP;49;15;10;13000;72471000
CP;50;15;10;15000;72471000
CP;51;15;13;19000;72471000
CP;52;15;9;12000;72471000
CP;53;15;13;20000;72471000
CP;54;15;9;13000;72471000
CP;55;15;11;15000;72471000
CP;56;15;11;19000;72471000
CP;57;15;10;16000;72471000
CP;58;15;11;15000;72471000
CP;59;15;10;15000;72471000
CP;60;15;15;20000;72471000
CP;61;15;13;19000;72471000
CP;62;15;6;8000;72471000
CP;63;15;12;17000;72471000
CP;64;15;10;15000;72471000
CP;65;15;15;21000;72471000
CP;66;15;11;16000;72471000
CP;67;15;9;16000;72471000
CP;68;15;13;19000;72471000
CP;69;15;10;14000;72471000
CP;70;15;8;10000;72471000
CP;71;15;10;14000;72471000
CP;72;15;6;9000;72471000
CP;73;15;6;9000;72471000
CP;74;15;10;12000;72471000
CP;75;15;12;17000;72471000
CP;76;15;15;21000;72471000
CP;77;15;15;26000;72471000
CP;78;15;12;17000;72471000
CP;79;15;9;13000;72471000
CP;80;15;9;11000;72471000
CP;81;15;13;18000;72471000
CP;82;15;10;17000;72471000
CP;83;15;13;17000;72471000
CP;84;15;10;15000;72471000
CP;85;15;10;16000;72471000
CP;86;15;10;15000;72471000
CP;87;15;12;19000;72471000
CP;88;15;12;17000;72471000
CP;89;15;10;15000;72471000
CP;90;15;12;17000;72471000
CP;91;15;11;16000;72471000
CP;92;15;12;18000;72471000
CP;93;15;8;12000;72471000
CP;94;15;7;9000;72471000
CP;95;15;9;13000;72471000
CP;96;15;12;18000;72471000
CP;97;15;14;20000;72471000
CP;98;15;9;17000;72471000
CP;99;15;14;19000;72471000
SS;0;15;10;28000;500303345000
SS;1;15;10;27000;500303345000
SS;2;15;10;25000;500303345000
SS;3;15;10;24000;500303345000
SS;4;15;11;29000;500303345000
SS;5;15;10;28000;500303345000
SS;6;15;6;17000;500303345000
SS;7;15;6;11000;500303345000
SS;8;15;7;16000;500303345000
SS;9;15;7;13000;500303345000
SS;10;15;7;13000;500303345000
SS;11;15;7;12000;500303345000
SS;12;15;11;25000;500303345000
SS;13;15;7;11000;500303345000
SS;14;15;11;24000;500303345000
SS;15;15;12;22000;500303345000
SS;16;15;5;13000;500303345000
SS;17;15;9;15000;500303345000
SS;18;15;7;12000;500303345000
SS;19;15;10;17000;500303345000
SS;20;15;9;15000;500303345000
SS;21;15;10;17000;500303345000
SS;22;15;9;15000;500303345000
SS;23;15;11;22000;500303345000
SS;24;15;6;10000;500303345000
SS;25;15;10;18000;500303345000
SS;26;15;11;19000;500303345000
SS;27;15;9;20000;500303345000
SS;28;15;11;24000;500303345000
SS;29;15;8;14000;500303345000
SS;30;15;10;17000;500303345000
SS;31;15;8;13000;500303345000
SS;32;15;11;23000;500303345000
SS;33;15;13;20000;500303345000
SS;34;15;5;12000;500303345000
SS;35;15;7;16000;500303345000
SS;36;15;6;10000;500303345000
SS;37;15;8;17000;500303345000
SS;38;15;9;15000;500303345000
SS;39;15;9;15000;500303345000
SS;40;15;10;17000;500303345000
SS;41;15;9;16000;500303345000
SS;42;15;9;15000;500303345000
SS;43;15;11;22000;500303345000
SS;44;15;9;15000;500303345000
SS;45;15;8;14000;500303345000
SS;46;15;11;19000;500303345000
SS;47;15;7;32000;500303345000
SS;48;15;10;17000;500303345000
SS;49;15;11;19000;500303345000
SS;50;15;12;20000;500303345000
SS;51;15;10;17000;500303345000
SS;52;15;11;34000;500303345000
SS;53;15;10;26000;500303345000
SS;54;15;9;21000;500303345000
SS;55;15;9;21000;500303345000
SS;56;15;10;24000;500303345000
SS;57;15;9;16000;500303345000
SS;58;15;11;23000;500303345000
SS;59;15;9;15000;500303345000
SS;60;15;10;17000;500303345000
SS;61;15;10;26000;500303345000
SS;62;15;5;12000;500303345000
SS;63;15;10;20000;500303345000
SS;64;15;10;17000;500303345000
SS;65;15;9;14000;500303345000
SS;66;15;10;25000;500303345000
SS;67;15;9;18000;500303345000
SS;68;15;10;17000;500303345000
SS;69;15;10;15000;500303345000
SS;70;15;12;19000;500303345000
SS;71;15;10;16000;500303345000
SS;72;15;5;17000;500303345000
SS;73;15;8;19000;500303345000
SS;74;15;7;18000;500303345000
SS;75;15;12;22000;500303345000
SS;76;15;11;17000;500303345000
SS;77;15;9;16000;500303345000
SS;78;15;8;17000;500303345000
SS;79;15;10;16000;500303345000
SS;80;15;9;15000;500303345000
SS;81;15;11;23000;500303345000
SS;82;15;10;16000;500303345000
SS;83;15;10;16000;500303345000
SS;84;15;9;14000;500303345000
SS;85;15;9;15000;500303345000
SS;86;15;10;16000;500303345000
SS;87;15;8;15000;500303345000
SS;88;15;12;29000;500303345000
SS;89;15;9;18000;500303345000
SS;90;15;9;14000;500303345000
SS;91;15;10;15000;500303345000
SS;92;15;7;13000;500303345000
SS;93;15;7;12000;500303345000
SS;94;15;6;10000;500303345000
SS;95;15;8;17000;500303345000
SS;96;15;9;19000;500303345000
SS;97;15;11;18000;500303345000
SS;98;15;9;15000;500303345000
SS;99;15;12;20000;500303345000
